POINTNUM,BAYNUM,POINTNAME,LAT,LON,Hg,Pv,HgPupSurveySite,PvPupSurveySite
139,5,Alpha 1,44.47735189,-67.62454427,,Y,,Y
299,8,Alpha 2,44.19111735,-68.44385579,,Y,,Y
331,9,Andrews Island,44.14502333,-68.69981333,,Y,,Y
74,3,Anguilla Island,44.56602,-67.47262333,Y,Y,,Y
845,19,Arey Ledges,44.02049967,-68.83358561,,Y,,Y
300,8,Asa Island,44.19025472,-68.45304362,,Y,,Y
255,7,Ash Island,44.47439,-68.14454,,Y,,Y
945,22,Ash Island Ledge,44.034445,-69.073055,,Y,,Y
846,19,Babbidge Island Ledges,44.13788333,-68.78291667,,Y,,Y
1,1,Baileys Mistake,44.761845,-67.05747,,Y,,Y
2,1,Baileys Mistake Ledge,44.75913833,-67.05658833,,Y,,Y
618,14,Bald Head Ledge,43.69854667,-69.85344167,,Y,,Y
185,6,Bald Rock,44.4,-67.951,,Y,,Y
256,7,Bald Rock 1,44.42168,-68.20888667,,Y,,Y
278,7,Bald Rock Ledge,44.41661667,-68.21541667,,Y,,Y
75,3,Ballast Island Rock,44.561125,-67.55024333,,Y,,Y
555,26,Ballastone Ledge,43.77214333,-69.923445,,Y,,Y
774,18,Bar Island,44.26716667,-68.714185,,Y,,Y
673,16,Bar Island 2,43.91901667,-69.29516667,,Y,,Y
43,2,Bar Island Ledge,44.64513333,-67.36741667,,Y,,Y
140,5,Bar Island Ledge,44.50804833,-67.69904333,,Y,,Y
187,6,Bar Ledge,44.39,-67.889,,Y,,Y
332,9,Bare Island Rocks,44.13602667,-68.635775,,Y,,Y
775,18,Barred Island,44.26675,-68.83268333,,Y,,Y
776,18,Barred Island 2,44.23706667,-68.8036,,Y,,Y
777,18,Barred Island Ledge 1,44.2273,-68.8114,,Y,,Y
778,18,Barred Island Ledge 1 South,44.22378333,-68.8122,,Y,,Y
333,9,Barter Island Ledge,44.11904667,-68.63418,,Y,,Y
847,25,Barton Island Ledge,44.06743333,-68.86828333,,Y,,Y
188,6,Barton Ledge,44.524,-67.767,,Y,,Y
544,13,Basket Island,43.734305,-70.16454333,Y,Y,,Y
141,5,Batson Island Ledge,44.47201667,-67.66451667,,Y,,Y
505,12,Batson River Ledge,43.352925,-70.428735,,Y,,Y
97,4,Bay Island 4 Rock,44.532,-67.552,,Y,,Y
334,9,Bay Ledge 1,44.09100333,-68.658455,,Y,,Y
335,9,Bay Ledge 2,44.14177167,-68.69864167,,Y,,Y
336,9,Bay Ledge 3,44.14890167,-68.69323667,,Y,,Y
98,4,Bay Ledge 4,44.536,-67.547,,Y,,Y
99,4,Bay Ledge 4 Rock,44.53463167,-67.55135167,,Y,,Y
189,6,Bay Ledge 5,44.41358333,-67.8862,,Y,,Y
506,12,Bayview Rock,43.48765,-70.38244667,,Y,,Y
779,18,Beach Island,44.25941667,-68.821,,Y,,Y
100,4,Beals Harbor Ledge,44.51439167,-67.55125,,Y,,Y
338,9,Bear Island Ledge 1,44.22388167,-68.59011167,,Y,,Y
780,18,Bear Island Ledge 2,44.21493333,-68.82408333,,Y,,Y
781,18,Bear Island Ledge 3,44.21816667,-68.83318333,,Y,,Y
279,7,Bear Island Rock,44.28545,-68.26701667,,Y,,Y
782,18,Bear Island Rock,44.219825,-68.81739167,,Y,,Y
337,9,Bear Island South,44.21871,-68.58991667,,Y,,Y
339,9,Beta 1,44.181555,-68.57273,,Y,,Y
190,6,Beta 2,44.53499833,-67.778,,Y,,Y
507,12,Bibb Rock,43.27769333,-70.55532167,,Y,,Y
142,5,Bickford Point Ledge,44.530705,-67.67820167,,Y,,Y
508,12,Biddeford Place,43.49,-70.439,,Y,,Y
509,12,Biddeford Pool Rock 1 and 2,43.44305,-70.33639333,,Y,,Y
191,6,Big Black Ledge,44.37,-67.984,Y,Y,,Y
417,24,Big Brewster,44.00873667,-68.66485167,,Y,,Y
143,5,Big Nash Island,44.46465,-67.73608333,,Y,,Y
15.5,7,Billingsgate,41.8709,-70.0638,Y,,,
3,1,Birch Island 1,44.87273833,-67.149785,,Y,,Y
783,18,Birch Island 2,44.30011667,-68.74891667,,Y,,Y
556,13,Birch Island 3,43.825415,-70.01118167,,Y,,Y
192,6,Birch Island 4 C,44.53129069,-67.76444092,,Y,,Y
557,26,Birch Island Ledge,43.81988167,-70.017635,,Y,,Y
946,22,Birch Island Rock,44.00968333,-69.05961667,,Y,,Y
4,1,Birch Point 1,44.91525,-67.06708167,,Y,,Y
44,2,Birch Point 2,44.6746,-67.37868333,,Y,,Y
475,11,Bird Rock,44.40713333,-68.49174833,,Y,,Y
477,11,Black Island 3 Ledge,44.38201833,-68.39349833,,Y,,Y
101,4,Black Island 5 Ledge,44.49472167,-67.54058,,Y,,Y
280,7,Black Island Ledge,44.18421667,-68.35483333,,Y,,Y
418,24,Black Ledge 1,44.006645,-68.66464833,,Y,,Y
848,19,Black Ledge 3,44.13235,-68.7974,,Y,,Y
193,6,Black Ledge 4,44.43916667,-67.81078333,Y,Y,,Y
45,2,Black Ledge 8,44.63095,-67.23755,,Y,,Y
102,4,Black Ledges,44.46661333,-67.547725,,Y,,Y
784,18,Black Ledges,44.28706667,-68.81363333,,Y,,Y
301,8,Black North,44.20721436,-68.46103516,Y,Y,,Y
674,16,Black Rock 1,43.89978333,-69.25773333,,Y,,Y
558,13,Black Rock 2,43.80328,-70.00721,,Y,,Y
144,5,Black Rock 3,44.43736667,-67.71225,,Y,,Y
476,11,Black Rock 6,44.41519,-68.48833833,,Y,,Y
739,17,Black Rock 7,43.88048333,-69.14696667,,Y,,Y
619,14,Black Rocks 4,43.76095333,-69.721565,,Y,,Y
740,17,Black Rocks 5,43.859,-68.909,,Y,,Y
302,8,Black West,44.20161133,-68.47142741,,Y,,Y
419,10,Blackhorse,44.02655,-68.57533333,,Y,,Y
559,13,Blacksnake Ledge,43.73747167,-69.94081167,,Y,,Y
474,11,Blue Hill Bay 1,44.39950333,-68.56039167,,Y,,Y
478,11,Blue Hill Harbor,44.39821,-68.56139333,,Y,,Y
510,12,Bluff Island,43.50813833,-70.32062167,,Y,,Y
5,1,Bog Brook Cove Ledge,44.71001,-67.113745,,Y,,Y
194,6,Bois Bubert Island Ledge,44.43116667,-67.87503333,,Y,,Y
620,14,Bold Dick,43.718615,-69.81432333,,Y,,Y
340,9,Bold Island Ledges,44.15977,-68.61389167,,Y,,Y
195,6,Bonney Chess Ledge,44.4066,-67.92338333,,Y,,Y
76,3,Bonney Point,44.56379,-67.53353333,,Y,,Y
77,3,Bonney Point Rock,44.562565,-67.529,,Y,,Y
511,12,Boon Island,43.12116333,-70.47478,Y,Y,,Y
621,14,Boston Island Ledge,43.84724167,-69.68075333,,Y,,Y
341,9,Boulders,44.21375333,-68.55245,,Y,,Y
78,3,Boundary Ledge,44.59394167,-67.50504167,,Y,,Y
420,23,Boxam Ledge,44.099105,-68.51529167,,Y,,Y
785,18,Bradbury Rocks,44.25555,-68.75391667,Y,Y,,Y
560,26,Bragdon Rock,43.85012167,-69.87332333,,Y,,Y
561,13,Branning Ledge,43.80249,-70.02527667,,Y,,Y
562,13,Brant Ledges,43.802775,-70.00126167,,Y,,Y
563,13,Brant Ledges 2,43.79839333,-70.00800833,,Y,,Y
675,16,Bremen Long Island Ledge,43.97708333,-69.39666667,,Y,,Y
930,21,Brewster Point Ledge,44.13248291,-69.07120768,,Y,,Y
741,17,Brig Ledge 1,43.81798333,-68.87911667,,Y,,Y
103,4,Brim Cove Ledge,44.48672333,-67.54672,,Y,,Y
421,23,Brimstone Island 1,44.11004667,-68.46803333,Y,Y,,Y
849,19,Brimstone Island 2,44.01371667,-68.77381667,,Y,,Y
676,16,Broad Cove,44.02318333,-69.40205,,Y,,Y
6,1,Broad Cove Ledge,44.84422667,-67.14674833,,Y,,Y
677,16,Broad Cove Ledge,44.0262,-69.39508333,,Y,,Y
564,13,Broken Cove,43.69896167,-70.06725333,Y,Y,,Y
46,2,Brothers 2,44.5568,-67.4383,,Y,,Y
342,9,Brown Cow 1,44.12197667,-68.72692833,,Y,,Y
145,5,Browney Island,44.464,-67.62141667,,Y,,Y
146,5,Browney Island Ledge,44.464,-67.62766667,,Y,,Y
850,19,Browns Ledge,44.086,-68.777,,Y,,Y
786,18,Buck Island,44.3136,-68.78213333,,Y,,Y
787,18,Buck Island Ledge,44.31395,-68.78735,,Y,,Y
303,8,Buckle Harbor,44.1809082,-68.4708252,,Y,,Y
304,8,Buckle Island Ledge,44.17688395,-68.4795166,,Y,,Y
851,19,Buffalo Ledge,44.00435,-68.77791667,,Y,,Y
17,8,Bug Light (Duxbury Light),41.99,-70.64833333,,Y,,
742,17,Bull Cove Ledge,43.81863333,-68.88338333,,Y,,Y
622,14,Bull Ledge,43.83607667,-69.69886833,,Y,,Y
512,12,Bumpkin Island,43.34443333,-70.44864833,Y,Y,,Y
79,3,Bunker Hole Ledge,44.55356833,-67.50806,,Y,,Y
196,6,Bunker Ledges,44.531,-67.775,,Y,,Y
7,1,Burnt Island 1 North and South,44.90545667,-67.17317667,,Y,,Y
852,18,Burnt Island Ledges,44.18868815,-68.82023926,,Y,,Y
343,9,Burnt Ledge,44.09845833,-68.60750333,,Y,,Y
479,11,Burnt Point Ledge,44.37647333,-68.47157333,,Y,,Y
257,7,Burying Island Ledge,44.546945,-68.266015,,Y,,Y
565,26,Bushy Island Rock,43.81908333,-69.859025,,Y,,Y
566,13,Bustins Ledge,43.79336,-70.06576333,,Y,,Y
788,18,Butter Island,44.22428333,-68.7967,,Y,,Y
853,19,Calderwood Point Ledge,44.119,-68.848,,Y,,Y
104,4,Calf Island,44.490975,-67.55970833,,Y,,Y
105,4,Calf Island Ledge,44.49003833,-67.556185,,Y,,Y
743,17,Camp Cove Rock,43.82873333,-68.88298333,Y,Y,,Y
513,12,Camp Ellis Rock,43.46694,-70.37457667,,Y,,Y
947,22,Camp Island Ledge 1,44.00743333,-69.04471667,,Y,,Y
106,4,Cape Cove Ledge,44.46344,-67.56524667,,Y,,Y
47,2,Cape Wash Island Ledge,44.62438333,-67.25076667,Y,Y,,Y
8,1,Carlos Cove North,44.85304,-67.11412333,,Y,,Y
9,1,Carlos Cove South,44.84773333,-67.10868667,,Y,,Y
197,6,Carrying Place Cove Ledge,44.54236167,-67.7752,,Y,,Y
147,5,Carrying Place Island,44.5185,-67.69551667,,Y,,Y
623,14,Castle Island Ledge,43.88857,-69.74245667,,Y,,Y
624,14,Cat Ledges,43.80465833,-69.683935,,Y,,Y
567,26,Cedar Ledges 1,43.74395,-69.95034167,,Y,,Y
568,26,Cedar Ledges 2,43.79306667,-69.88622167,,Y,,Y
48,2,Chance Island,44.65253333,-67.32855,,Y,,Y
49,2,Chance Island Rock,44.64678333,-67.33146667,,Y,,Y
344,9,Channel Rock 1,44.108105,-68.60140833,,Y,,Y
854,19,Channel Rock 2,44.01355,-68.81985,,Y,,Y
789,18,Channel Rock 3,44.2132,-68.8124,,Y,,Y
345,9,Channel Rock 5,44.103785,-68.68333333,,Y,,Y
790,18,Channel Rock Rock,44.21723333,-68.808,,Y,,Y
13,6,Chatham Harbor,41.68333333,-69.94166667,Y,Y,,
198,6,Chitman Point Ledge,44.455,-67.87635,,Y,,Y
346,9,Clam Island 1,44.161495,-68.59510833,,Y,,Y
948,22,Clam Ledge 1,43.99956667,-69.0798,,Y,,Y
855,19,Clam Ledge 3,44.0461,-68.79116667,,Y,,Y
545,13,Clapboard Island and Ledges,43.71213833,-70.19491333,,Y,,Y
949,22,Clark Cove,43.9868,-69.16998333,,Y,,Y
347,9,Colby Ledge,44.12314833,-68.59291167,,Y,,Y
791,18,Colt Head Island,44.26063333,-68.84088333,,Y,,Y
792,18,Colt Head Island Ledge,44.25928333,-68.83728333,,Y,,Y
793,18,Compass Island,44.214,-68.86518333,,Y,,Y
794,18,Compass Island Ledge,44.21723333,-68.86128333,,Y,,Y
349,9,Conary Ledge,44.18831333,-68.56254,,Y,,Y
480,11,Conary Nub,44.40979333,-68.498975,,Y,,Y
350,9,Coombs Island Rock,44.142,-68.62548833,,Y,,Y
678,16,Coombs Ledge,43.95305,-69.41738333,,Y,,Y
50,2,Cottage Cove Ledge,44.6891,-67.35513333,,Y,,Y
481,11,Cow and Calf Ledge,44.28548667,-68.49566167,,Y,,Y
679,16,Cow Island Ledge 1,43.96241667,-69.39795,,Y,,Y
856,25,Crane Island Ledge,44.05,-68.899,,Y,,Y
950,22,Crescent Island,44.02288333,-69.03591667,,Y,,Y
857,25,Cross Island Ledge,44.12506917,-68.90646159,,Y,,Y
680,16,Crotch Island 3,43.96916667,-69.4113,,Y,,Y
681,16,Crotch Island Ledge 1,43.96690667,-69.32454333,,Y,,Y
351,9,Crotch Island Ledge 2,44.141715,-68.68464333,Y,Y,,Y
352,9,Crow Island,44.19882833,-68.55223,,Y,,Y
569,13,Crow Island 12,43.730135,-70.10248167,,Y,,Y
305,8,Crow Island 2,44.18809814,-68.43666178,,Y,,Y
795,18,Crow Island 6,44.24641667,-68.73871667,,Y,,Y
306,8,Crow Island Ledge 2,44.18637288,-68.43416341,,Y,,Y
796,18,Crow Island Ledge 6,44.24778333,-68.74611667,,Y,,Y
951,22,Crow Island Ledges,43.95723333,-69.09853333,,Y,,Y
107,4,Crow Point,44.49739167,-67.55044333,,Y,,Y
148,5,Curlew Rock,44.4408,-67.60631667,,Y,,Y
5,2,Cuttyhunk,41.42833333,-70.91666667,,Y,,
858,19,Dagger Island,44.18243333,-68.8048,,Y,,Y
860,19,Dagger Island Ledge,44.18703333,-68.8058,,Y,,Y
859,19,Dagger Island Rock,44.18293457,-68.81234538,,Y,,Y
625,14,Damariscove Island,43.75259667,-69.618555,,Y,,Y
482,11,Darling Ledge,44.400655,-68.52246167,,Y,,Y
483,11,Darling Rock,44.39662667,-68.518645,,Y,,Y
861,19,Deadman Ledge,44.02583822,-68.87587077,,Y,,Y
862,25,Deadman Ledge 2,44.02375488,-68.87505697,,Y,,Y
51,2,Deer Island,44.63633333,-67.23025,,Y,,Y
353,9,Devil Island,44.14977167,-68.60960333,,Y,,Y
682,16,Devils Back,43.89639833,-69.40293833,,Y,,Y
952,22,Dix Harbor Ledge,44.00281667,-69.0699,,Y,,Y
953,22,Dix Island Ledge,44.00334,-69.063575,,Y,,Y
863,25,Dogfish Ledge,44.08754476,-68.92325846,,Y,,Y
570,26,Dogs Head,43.79767333,-69.95192833,,Y,,Y
52,2,Double Headshot Island (pre),44.60601667,-67.2645,Y,Y,,Y
53,2,Double Headshot Island A,44.60601667,-67.2645,Y,Y,,Y
54,2,Double Headshot Island B,44.6091,-67.26336667,Y,Y,,Y
80,3,Doubleshot Island and Ledges,44.56220667,-67.481885,,Y,,Y
199,6,Douglas Island,44.44723333,-67.8496,,Y,,Y
200,6,Douglas Island Ledge North,44.45508333,-67.85221667,Y,Y,,Y
864,19,Downfall Island,44.18005,-68.8056,,Y,,Y
149,5,Doyle Island,44.52865333,-67.65726333,,Y,,Y
150,5,Drisco Ledge 1,44.47958333,-67.67045,,Y,,Y
151,5,Drown Boys Ledge,44.44750167,-67.633805,,Y,,Y
281,7,Drum Island,44.1609904,-68.32866211,,Y,,Y
422,24,Drunkard Ledge 1,44.07721,-68.54426333,,Y,,Y
865,25,Drunkards Ledge,44.10216667,-68.95335,,Y,,Y
201,6,Dry Ledge 3,44.524,-67.816,,Y,,Y
202,6,Dry Ledge 4,44.522,-67.815,,Y,,Y
571,26,Dry Ledges 1,43.757975,-69.87163167,,Y,,Y
683,16,Dry Ledges 2,43.8701,-69.30265,,Y,,Y
423,23,Dry Money Ledge,44.13185667,-68.36742333,Y,Y,,Y
43,11,Dry Salvages,42.6723,-70.5678,Y,Y,,
424,24,Duck Harbor Ledge,44.03267833,-68.66694333,,Y,,Y
514,12,Duck Island,43.006075,-70.60315833,Y,Y,,Y
152,5,Duck Ledges,44.50661167,-67.67467833,,Y,,Y
572,26,Duck Rock 1,43.76941333,-69.920565,,Y,,Y
744,17,Duck Rock 2,43.77628333,-69.32735,,Y,,Y
745,17,Duck Rock 3,43.77678333,-69.32475,,Y,,Y
797,18,Dunham Point Rock,44.22326667,-68.73463333,,Y,,Y
81,3,Dunn Island,44.61422167,-67.55145333,,Y,,Y
203,6,Dyer Point Ledge,44.40818333,-67.93715,,Y,,Y
308,8,Eagle Island 1,44.21174316,-68.45883789,,Y,,Y
515,12,Eagle Island 2,43.47937,-70.361125,,Y,,Y
684,16,Eagle Island and Ledges  3,43.92858333,-69.30145,,Y,,Y
798,18,Eagle Island Inner,44.219,-68.78,,Y,,Y
309,8,Eagle Island Ledge 1,44.21303304,-68.45214844,,Y,,Y
799,18,Eagle Island Ledge 3,44.219,-68.787,,Y,,Y
484,11,East Barge Ledge,44.23124667,-68.44046167,,Y,,Y
746,17,East Black Ledge,43.86008333,-68.86256667,Y,Y,,Y
82,3,East Black Rock,44.53974667,-67.48591333,,Y,,Y
573,26,East Brown Cow,43.70795833,-69.89059167,Y,Y,,Y
282,7,East Bunker Ledge,44.28158773,-68.21838786,Y,Y,,Y
931,21,East Goose Rocks,44.18336667,-68.97963333,,Y,,Y
307,8,East Johns Ledge,44.19909261,-68.4777181,,Y,,Y
108,4,East Nipple,44.52800667,-67.56423667,,Y,,Y
427,23,East Sister Island,44.13941167,-68.36832667,,Y,,Y
485,11,East Surry Ledge,44.484355,-68.454915,,Y,,Y
747,17,Eastern Duck Rock,43.77816667,-69.31111667,,Y,,Y
425,10,Eastern Ear Island,44.01147833,-68.605705,,Y,,Y
426,10,Eastern Ear Ledge,44.01558833,-68.6066,Y,Y,,Y
204,6,Eastern Island,44.40501667,-67.93545,,Y,,Y
354,9,Eastern Mark Island and Ledges,44.16703333,-68.57753167,,Y,,Y
516,12,Eastern Rocks,43.00275833,-70.60074833,,Y,,Y
800,18,Eaton Island Rock,44.27083333,-68.73153333,,Y,,Y
10,1,Edgecomb Point Ledge,44.87831167,-67.07618833,,Y,,Y
297,9,Egg Rock 1,44.18507833,-68.50909,,Y,,Y
258,7,Egg Rock 2,44.35026,-68.14062167,,Y,,Y
866,25,Egg Rock 3,44.19070231,-68.8857666,,Y,,Y
205,6,Egg Rock 4,44.40595,-67.86726667,,Y,,Y
153,5,Egg Rock 5,44.43617757,-67.63279622,Y,Y,,Y
36,8,Ellisville Harbor,41.8401,-70.5322,Y,Y,,
355,9,Enchanted Island,44.13876167,-68.57992333,,Y,,Y
574,26,Ewin Narrows Ledge,43.82110167,-69.95014667,,Y,,Y
11,1,Falls Island,44.87930167,-67.12702167,,Y,,Y
40,2,Fan Island Ledge,44.60616833,-67.429935,,Y,,Y
356,9,Farrel Island,44.124515,-68.68812667,,Y,,Y
357,9,Farrel Island Ledge,44.12645667,-68.68742667,,Y,,Y
867,19,Fiddler Ledge,44.10166833,-68.93999833,,Y,,Y
206,6,Fish Island Ledge,44.46876667,-67.91695,,Y,,Y
868,19,Fish Point Ledge,44.13615,-68.84628333,,Y,,Y
954,22,Fisherman Island 1,44.04351667,-69.03748333,,Y,,Y
154,5,Fisherman Island 2,44.44216667,-67.61105,,Y,,Y
626,14,Fisherman Island 3,43.78995333,-69.60323,,Y,,Y
627,14,Fisherman Island 3 Ledge,43.799325,-69.594075,,Y,,Y
628,14,Fishhawk Island,43.85480167,-69.60074,,Y,,Y
517,12,Fishing Rock,43.33565667,-70.480395,,Y,,Y
358,9,Flake Island,44.08715,-68.63477333,,Y,,Y
801,18,Flat Island 1,44.20861667,-68.8015,Y,Y,,Y
909,20,Flat Island 1,44.31705729,-68.93225911,,Y,,Y
259,7,Flat Island 3,44.37381167,-68.102575,,Y,,Y
155,5,Flat Island and Ledges,44.46033333,-67.70398333,,Y,,Y
802,18,Fling Island Ledge,44.20623333,-68.7989,,Y,,Y
207,6,Flint Island,44.4766,-67.78023333,,Y,,Y
208,6,Flint Island Narrows,44.482,-67.792,,Y,,Y
428,10,Fog Island,44.09932,-68.57163833,Y,Y,,Y
869,19,Folly Ledge,44.02972,-68.84777833,,Y,,Y
546,13,Fort Gorges,43.66273167,-70.22120833,,Y,,Y
629,14,Fort Island,43.888855,-69.58492,,Y,,Y
910,20,Fort Point Ledge,44.46106667,-68.81011667,Y,Y,,Y
518,12,Fortunes Rock,43.41994167,-70.37549667,,Y,,Y
209,6,Foster Island 1,44.52129313,-67.82526855,,Y,,Y
210,6,Foster Island Ledge,44.53229574,-67.8239624,,Y,,Y
630,14,Foster Island Rock,43.90368167,-69.53785,,Y,,Y
631,14,Fourfoot Rock,43.86135667,-69.69786833,,Y,,Y
12,1,Freds Island Ledge,44.82352667,-67.143335,,Y,,Y
109,4,Freeman Rock,44.46264667,-67.54792833,,Y,,Y
575,13,French Island,43.78523333,-70.06675667,,Y,,Y
577,13,French Island Ledge,43.78811,-70.06358167,,Y,,Y
576,13,French Island West,43.784875,-70.072615,,Y,,Y
685,16,Friendship Island,43.9581,-69.34995,,Y,,Y
632,14,Fuller Rock,43.69559,-69.83303167,Y,Y,,Y
803,18,Gamma 2,44.259,-68.729,,Y,,Y
13,1,Gangway Ledge,44.91507167,-67.11564167,,Y,,Y
14,1,Gangway Rock,44.91417167,-67.11918167,,Y,,Y
955,22,Garden Island,44.01105,-69.1036,,Y,,Y
686,16,Garden Island South Ledge,43.92656667,-69.39048333,,Y,,Y
687,16,Gay Island Ledge 1,43.94701667,-69.32016667,,Y,,Y
688,16,Gay Island Ledge 3,43.9483,-69.29766667,,Y,,Y
359,9,George Head Island,44.12710833,-68.65795167,,Y,,Y
360,9,George Head Island Ledge,44.124085,-68.65785333,,Y,,Y
519,12,Gerrish Island Rock,43.06342833,-70.68649167,,Y,,Y
212,6,Gibbs Island,44.54596667,-67.75921667,,Y,,Y
993,4,Gilchrist Rock,44.5316,-67.5473,,Y,,Y
520,12,Goat Island Rock,43.35508167,-70.42133833,,Y,,Y
578,13,Googins Ledge 1,43.80536333,-70.08432667,,Y,,Y
932,21,Goose Island and Rocks,44.18473333,-68.95055,,Y,,Y
579,13,Goose Nest,43.73740167,-70.08710167,,Y,,Y
580,13,Goose Nest Island Ledge,43.74322833,-70.08809333,,Y,,Y
689,16,Goose Rock 3,43.9314,-69.30783333,,Y,,Y
870,19,Goose Rock 4,44.13586667,-68.83058333,,Y,,Y
15,1,Gooseberry Island 2,44.86356667,-67.11450167,,Y,,Y
361,9,Gooseberry Island 3,44.12149333,-68.60790167,,Y,,Y
16,1,Gooseberry Island North,44.86725333,-67.11222667,,Y,,Y
956,22,Gooseberry Knob,44.01818833,-69.05865833,,Y,,Y
429,23,Goosebury Island 1,44.13099333,-68.46084,,Y,,Y
521,12,Goosefare Bay Ledge B,43.45256333,-70.33748333,,Y,,Y
581,13,Goslings Island,43.78408667,-70.04125167,,Y,,Y
582,13,Goudy Ledge,43.76495333,-69.893075,,Y,,Y
991,18,Grass Ledge 2,44.1951,-68.795,,Y,,Y
804,18,Grass Ledges,44.21866667,-68.84898333,,Y,,Y
1,1,Grassy Island,41.52166667,-70.67666667,,Y,,
583,13,Grassy Ledge,43.79199167,-70.03261667,Y,Y,,Y
283,7,Great Ledge,44.51448333,-68.29985,,Y,,Y
584,26,Great Mark Island,43.71336333,-70.02875167,,Y,,Y
34,4,Great Point Nantucket,41.3922,-70.0508,Y,,Y,
957,22,Great Pond Island,44.01033333,-69.05091667,,Y,,Y
431,10,Great Spoon East,44.04839333,-68.54985333,Y,Y,,Y
432,10,Great Spoon Island,44.04601167,-68.55664833,Y,Y,,Y
430,10,Great Spoon Ledge,44.05286,-68.55095167,Y,Y,,Y
83,3,Great Spruce Island,44.56508333,-67.502925,,Y,,Y
805,18,Great Sprucehead Island 3,44.241,-68.816,,Y,,Y
806,18,Great Sprucehead Island Northeast,44.240665,-68.81459167,,Y,,Y
807,18,Great Sprucehead Southwest 1,44.227,-68.825,,Y,,Y
808,18,Great Sprucehead Southwest 2,44.22776693,-68.82809245,,Y,,Y
809,18,Great Sprucehead West 2,44.23613333,-68.8298,,Y,,Y
110,4,Great Wass Island,44.49911667,-67.587395,,Y,,Y
486,11,Green Island,44.38554333,-68.38767833,,Y,,Y
21,9,Green Island,44.157,-68.34,Y,,Y,
310,8,Green Island 1,44.24928385,-68.50308431,,Y,,Y
111,4,Green Island 3,44.49515333,-67.572795,,Y,,Y
55,2,Green Island 4,44.56198333,-67.44383333,Y,Y,,Y
156,5,Green Island 5,44.48628333,-67.7075,,Y,,Y
284,7,Green Island 9,44.15926667,-68.33506667,Y,Y,,Y
41,2,Green Island Ledge,44.56213333,-67.44231833,Y,Y,,Y
433,10,Green Island Ledge,44.11479833,-68.44325333,,Y,,Y
112,4,Green Island Ledge 2,44.49731833,-67.56655333,,Y,,Y
487,11,Green Island Ledge 2,44.38036333,-68.390185,,Y,,Y
362,9,Green Island Ledge 3,44.13998667,-68.64873833,Y,Y,,Y
157,5,Green Island Ledge 5,44.48391113,-67.70900879,,Y,,Y
748,17,Green Island Seal Ledge,43.89158333,-68.99615,Y,Y,,Y
213,6,Green Islands,44.37365,-67.87231667,Y,Y,,Y
363,9,Green Ledge 2,44.18903,-68.54615833,,Y,,Y
749,17,Green Ledge 5,43.8275,-68.87701667,,Y,,Y
810,18,Green Ledge 6,44.29038333,-68.82858333,,Y,,Y
871,19,Green Ledge 7,44.066,-68.92066667,,Y,,Y
872,19,Green Ledge 9,44.07608667,-68.91406167,,Y,,Y
158,5,Green Rock,44.43898926,-67.6094401,,Y,,Y
634,14,Greenleaf Cove Ledge,43.91663333,-69.69090167,,Y,,Y
633,14,Greenleaf Ledge,43.92015833,-69.682845,,Y,,Y
873,19,Griffin Ledge,44.04753333,-68.77751667,,Y,,Y
364,9,Grog Island,44.16134833,-68.623885,,Y,,Y
365,9,Grog Island Ledge,44.16350833,-68.62928,,Y,,Y
211,6,Guard Point,44.54639,-67.76796,,Y,,Y
214,6,Guard Point Ledge,44.54883626,-67.76755778,,Y,,Y
4,2,Gull Island,41.44666667,-70.90833333,Y,Y,,
811,18,Gull Ledge,44.23771667,-68.71343333,,Y,,Y
84,3,Gull Rock 1,44.60365,-67.475745,,Y,,Y
585,26,Gun Point Cove,43.78257167,-69.94637,,Y,,Y
366,9,Gunning Rock 1,44.135095,-68.59431167,,Y,,Y
690,16,Gunning Rocks 2,43.90865,-69.25165,,Y,,Y
16,8,Gurnet Point,42.00333333,-70.60166667,Y,Y,,
434,24,Haddock Ledge,44.02662,-68.65945667,,Y,,Y
2,1,Hadleys Harbor,41.515,-70.69833333,,Y,,
691,16,Halftide Ledge 1,43.97176667,-69.43341667,,Y,,Y
260,7,Halftide Ledge 2,44.427865,-68.23398833,,Y,,Y
215,6,Halftide Ledge 3,44.51783854,-67.74744873,,Y,,Y
216,6,Halftide Ledge 5,44.5278361,-67.81913656,,Y,,Y
261,7,Halftide Ledge 6,44.46360667,-68.13399667,,Y,,Y
635,14,Halftide Rock,43.93102167,-69.70543667,,Y,,Y
435,10,Halfway Rock 1,44.04882333,-68.58422,,Y,,Y
586,13,Halfway Rock 2,43.65588833,-70.03698667,Y,Y,,Y
547,13,Halfway Rock 3,43.68110333,-70.22726167,,Y,,Y
874,19,Halibut Ledge,44.04472167,-68.77583,,Y,,Y
436,23,Halibut Rocks,44.13336667,-68.52478,,Y,,Y
85,3,Halifax Island,44.57206667,-67.45530667,,Y,,Y
113,4,Hall Island,44.49003833,-67.54833167,,Y,,Y
750,17,Harbor Ledge 2,43.83506667,-68.89605,,Y,,Y
812,18,Hardhead Island,44.22472333,-68.75416667,,Y,,Y
636,14,Harding Ledge,43.85393833,-69.686425,,Y,,Y
159,5,Hardwood Island,44.51554333,-67.65907333,,Y,,Y
692,16,Harpoon Ledge,43.85346667,-69.34816667,,Y,,Y
488,11,Harriman Point,44.30033833,-68.531185,,Y,,Y
