,BAYCODE,lat,long,Year,Estimate.Nonpups,SE.Nonpups,Estimate.Pups,SE.Pups,BAYNUM,BAYDESC
550,PBVL,44.061201,-68.850116,2016,1140,382.5,212,185.1,19,"Penobscot Bay, Vinalhaven"
555,PBVL,44.061201,-68.850116,2017,1226,356.9,225,203,19,"Penobscot Bay, Vinalhaven"
558,PBVL,44.061201,-68.850116,2018,1475,176,298,34.3,19,"Penobscot Bay, Vinalhaven"
585,PBVLW,44.061201,-68.850116,1993,405,76.4,63,14.2,25,"Penobscot Bay, Vinalhaven,West"
577,PBVLW,44.061201,-68.850116,1994,359,119.3,48,39.6,25,"Penobscot Bay, Vinalhaven,West"
583,PBVLW,44.061201,-68.850116,1995,352,119.3,45,44.7,25,"Penobscot Bay, Vinalhaven,West"
594,PBVLW,44.061201,-68.850116,1996,338,108.8,47,36.9,25,"Penobscot Bay, Vinalhaven,West"
573,PBVLW,44.061201,-68.850116,1997,333,70.1,57,14.1,25,"Penobscot Bay, Vinalhaven,West"
587,PBVLW,44.061201,-68.850116,1998,339,107.7,45,36.1,25,"Penobscot Bay, Vinalhaven,West"
579,PBVLW,44.061201,-68.850116,1999,341,111.1,45,40.7,25,"Penobscot Bay, Vinalhaven,West"
591,PBVLW,44.061201,-68.850116,2000,349,110.5,43,43.9,25,"Penobscot Bay, Vinalhaven,West"
584,PBVLW,44.061201,-68.850116,2001,367,51.3,23,8.9,25,"Penobscot Bay, Vinalhaven,West"
575,PBVLW,44.061201,-68.850116,2002,343,108.5,43,40.2,25,"Penobscot Bay, Vinalhaven,West"
588,PBVLW,44.061201,-68.850116,2003,334,115.8,43,39.4,25,"Penobscot Bay, Vinalhaven,West"
581,PBVLW,44.061201,-68.850116,2004,336,113.8,45,41.6,25,"Penobscot Bay, Vinalhaven,West"
593,PBVLW,44.061201,-68.850116,2005,335,116.6,43,42.2,25,"Penobscot Bay, Vinalhaven,West"
597,PBVLW,44.061201,-68.850116,2006,334,116.7,47,39.9,25,"Penobscot Bay, Vinalhaven,West"
578,PBVLW,44.061201,-68.850116,2007,333,118,47,38.6,25,"Penobscot Bay, Vinalhaven,West"
590,PBVLW,44.061201,-68.850116,2008,329,121.2,47,39.6,25,"Penobscot Bay, Vinalhaven,West"
576,PBVLW,44.061201,-68.850116,2009,320,118.3,47,38.1,25,"Penobscot Bay, Vinalhaven,West"
589,PBVLW,44.061201,-68.850116,2010,300,110,45,40.2,25,"Penobscot Bay, Vinalhaven,West"
596,PBVLW,44.061201,-68.850116,2011,267,95.2,47,42.2,25,"Penobscot Bay, Vinalhaven,West"
580,PBVLW,44.061201,-68.850116,2012,187,37.2,42,11.2,25,"Penobscot Bay, Vinalhaven,West"
592,PBVLW,44.061201,-68.850116,2013,272,95.7,43,37.9,25,"Penobscot Bay, Vinalhaven,West"
586,PBVLW,44.061201,-68.850116,2014,307,105,43,40.4,25,"Penobscot Bay, Vinalhaven,West"
595,PBVLW,44.061201,-68.850116,2015,323,118,45,40.6,25,"Penobscot Bay, Vinalhaven,West"
598,PBVLW,44.061201,-68.850116,2016,343,116.1,44,40.6,25,"Penobscot Bay, Vinalhaven,West"
582,PBVLW,44.061201,-68.850116,2017,367,113.7,47,41.4,25,"Penobscot Bay, Vinalhaven,West"
574,PBVLW,44.061201,-68.850116,2018,451,67.5,48,12.9,25,"Penobscot Bay, Vinalhaven,West"
617,PNDB,44.505104,-67.799217,1993,2766,549.2,380,40.9,6,"Pleasant, Narguagus, Denny Bays"
623,PNDB,44.505104,-67.799217,1994,2875,908.9,459,445.2,6,"Pleasant, Narguagus, Denny Bays"
619,PNDB,44.505104,-67.799217,1995,2793,893.3,495,491.9,6,"Pleasant, Narguagus, Denny Bays"
621,PNDB,44.505104,-67.799217,1996,2823,909,467,411.1,6,"Pleasant, Narguagus, Denny Bays"
602,PNDB,44.505104,-67.799217,1997,2921,559.9,443,44.5,6,"Pleasant, Narguagus, Denny Bays"
605,PNDB,44.505104,-67.799217,1998,2861,932.6,472,403.6,6,"Pleasant, Narguagus, Denny Bays"
609,PNDB,44.505104,-67.799217,1999,2866,945.8,487,435,6,"Pleasant, Narguagus, Denny Bays"
613,PNDB,44.505104,-67.799217,2000,2849,861.1,528,411.3,6,"Pleasant, Narguagus, Denny Bays"
620,PNDB,44.505104,-67.799217,2001,2854,279.4,733,60.3,6,"Pleasant, Narguagus, Denny Bays"
607,PNDB,44.505104,-67.799217,2002,2862,862.2,492,407.2,6,"Pleasant, Narguagus, Denny Bays"
618,PNDB,44.505104,-67.799217,2003,2796,946.4,473,685.7,6,"Pleasant, Narguagus, Denny Bays"
599,PNDB,44.505104,-67.799217,2004,2805,963.9,485,397.9,6,"Pleasant, Narguagus, Denny Bays"
601,PNDB,44.505104,-67.799217,2005,2867,934.6,475,446.1,6,"Pleasant, Narguagus, Denny Bays"
608,PNDB,44.505104,-67.799217,2006,2781,1022.3,489,503.6,6,"Pleasant, Narguagus, Denny Bays"
611,PNDB,44.505104,-67.799217,2007,2837,1000.3,502,438.2,6,"Pleasant, Narguagus, Denny Bays"
615,PNDB,44.505104,-67.799217,2008,2902,1012.2,483,410.7,6,"Pleasant, Narguagus, Denny Bays"
610,PNDB,44.505104,-67.799217,2009,2869,1072.1,508,461.3,6,"Pleasant, Narguagus, Denny Bays"
600,PNDB,44.505104,-67.799217,2010,2852,1035.6,490,434.5,6,"Pleasant, Narguagus, Denny Bays"
603,PNDB,44.505104,-67.799217,2011,2800,1034.8,497,400.1,6,"Pleasant, Narguagus, Denny Bays"
606,PNDB,44.505104,-67.799217,2012,2810,1024.9,480,445.3,6,"Pleasant, Narguagus, Denny Bays"
614,PNDB,44.505104,-67.799217,2013,2818,977.6,480,413.7,6,"Pleasant, Narguagus, Denny Bays"
622,PNDB,44.505104,-67.799217,2014,2817,1012.6,497,412.2,6,"Pleasant, Narguagus, Denny Bays"
612,PNDB,44.505104,-67.799217,2015,2784,1001,502,444.7,6,"Pleasant, Narguagus, Denny Bays"
624,PNDB,44.505104,-67.799217,2016,2777,959,502,416.7,6,"Pleasant, Narguagus, Denny Bays"
616,PNDB,44.505104,-67.799217,2017,2728,870.7,487,434.1,6,"Pleasant, Narguagus, Denny Bays"
604,PNDB,44.505104,-67.799217,2018,2611,286.3,480,46.4,6,"Pleasant, Narguagus, Denny Bays"
647,WB,44.48311,-67.6672,1993,2441,415.6,558,52,5,Western Bay
645,WB,44.48311,-67.6672,1994,2438,756.1,667,548.8,5,Western Bay
648,WB,44.48311,-67.6672,1995,2471,772.2,674,609,5,Western Bay
631,WB,44.48311,-67.6672,1996,2495,797.4,697,587.8,5,Western Bay
638,WB,44.48311,-67.6672,1997,2699,464.9,693,59.2,5,Western Bay
627,WB,44.48311,-67.6672,1998,2470,746.5,728,586.4,5,Western Bay
635,WB,44.48311,-67.6672,1999,2410,749.9,727,628.1,5,Western Bay
639,WB,44.48311,-67.6672,2000,2385,701.4,708,593.2,5,Western Bay
646,WB,44.48311,-67.6672,2001,2353,149.6,1057,77.5,5,Western Bay
644,WB,44.48311,-67.6672,2002,2325,652.4,729,578.9,5,Western Bay
633,WB,44.48311,-67.6672,2003,2352,770.5,693,581.8,5,Western Bay
625,WB,44.48311,-67.6672,2004,2289,810.6,722,625.5,5,Western Bay
626,WB,44.48311,-67.6672,2005,2337,789.4,708,600,5,Western Bay
642,WB,44.48311,-67.6672,2006,2317,851.9,688,610.6,5,Western Bay
637,WB,44.48311,-67.6672,2007,2339,819.3,702,598.5,5,Western Bay
649,WB,44.48311,-67.6672,2008,2292,835.7,707,635.6,5,Western Bay
650,WB,44.48311,-67.6672,2009,2313,826.9,676,680.6,5,Western Bay
636,WB,44.48311,-67.6672,2010,2310,812.6,716,629.1,5,Western Bay
630,WB,44.48311,-67.6672,2011,2338,813.4,694,599.9,5,Western Bay
629,WB,44.48311,-67.6672,2012,2320,854.7,678,611.5,5,Western Bay
634,WB,44.48311,-67.6672,2013,2346,795.8,677,592.1,5,Western Bay
632,WB,44.48311,-67.6672,2014,2325,800.2,693,595.6,5,Western Bay
640,WB,44.48311,-67.6672,2015,2265,767.6,691,561.2,5,Western Bay
643,WB,44.48311,-67.6672,2016,2232,726.9,697,596.5,5,Western Bay
641,WB,44.48311,-67.6672,2017,2120,657.8,700,596.3,5,Western Bay
628,WB,44.48311,-67.6672,2018,1885,155.7,562,51.1,5,Western Bay
